TERM_CODE,CRN,PART_TERM,NO_STUDENTS,AVG_MARK,MARK_100_80,MARK_79_70,MARK_69_60,MARK_59_50,MARK_49_40,MARK_39_25,MARK_24_0,ASSESS_EXAM,ASSESS_CRSE,ASSESS_OTHER
201213,23393,1,8, 48.88,    .00,    .00,  12.50,  50.00,  12.50,  12.50,  12.50,  30.00,  70.00,    .00
201213,23459,S2,47, 67.64,    .00,  38.30,  53.19,   8.51,    .00,    .00,    .00, 100.00,    .00,    .00
201213,23463,S1,31, 65.39,   3.23,  16.13,  67.74,  12.90,    .00,    .00,    .00,  60.00,    .00,  40.00
201213,23498,S2,12, 62.33,    .00,  16.67,  50.00,  25.00,   8.33,    .00,    .00, 100.00,    .00,    .00
201213,23499,S2,7, 64.71,    .00,  14.29,  71.43,  14.29,    .00,    .00,    .00, 100.00,    .00,    .00
201213,23500,S1,32, 60.00,    .00,   6.25,  46.88,  37.50,   6.25,   3.13,    .00,  50.00,  50.00,    .00
201213,23501,S2,13, 62.46,    .00,  15.38,  53.85,  30.77,    .00,    .00,    .00, 100.00,    .00,    .00
201213,23503,S1,14, 57.29,    .00,  14.29,  35.71,  42.86,    .00,    .00,   7.14, 100.00,    .00,    .00
201213,23504,S1,36, 57.25,   2.78,  19.44,  13.89,  36.11,  22.22,   5.56,    .00,    .00, 100.00,    .00
201213,23529,T2,4, 63.00,    .00,    .00,  75.00,  25.00,    .00,    .00,    .00,    .00,    .00,    .00
201213,23553,T2,1, 80.00, 100.00,    .00,    .00,    .00,    .00,    .00,    .00,    .00,    .00,    .00
201213,23559,T2,1, 85.00, 100.00,    .00,    .00,    .00,    .00,    .00,    .00,    .00,    .00,    .00
201213,23600,1,12, 67.00,   8.33,  33.33,  41.67,   8.33,   8.33,    .00,    .00,  70.00,    .00,  30.00
201213,23609,S1,1,   .00,    .00,    .00,    .00,    .00,    .00,    .00, 100.00,  50.00,    .00,  50.00
201213,23662,1,3, 55.00,    .00,    .00,  33.33,  66.67,    .00,    .00,    .00,    .00,    .00,    .00
201213,23663,1,3, 64.00,    .00,  33.33,  33.33,  33.33,    .00,    .00,    .00,    .00,    .00,    .00
201213,23665,1,16, 51.00,    .00,    .00,  25.00,  31.25,  43.75,    .00,    .00,    .00,    .00,    .00
201213,23670,1,12, 63.33,    .00,  16.67,  50.00,  33.33,    .00,    .00,    .00,    .00,    .00,    .00
201213,23671,1,28, 64.75,    .00,  21.43,  60.71,  17.86,    .00,    .00,    .00,    .00,    .00,    .00
201213,23673,1,16, 50.06,    .00,    .00,  18.75,  37.50,  43.75,    .00,    .00,    .00,    .00,    .00
201213,23678,1,3, 59.00,    .00,    .00,  33.33,  66.67,    .00,    .00,    .00,    .00,    .00,    .00
201213,23679,1,3, 61.00,    .00,  33.33,  33.33,    .00,  33.33,    .00,    .00,    .00,    .00,    .00
201213,23681,1,16, 47.44,    .00,    .00,  12.50,  12.50,  75.00,    .00,    .00,    .00,    .00,    .00
201213,23688,1,7, 57.71,    .00,    .00,  14.29,  85.71,    .00,    .00,    .00,    .00,    .00,    .00
201213,23702,1,9, 65.44,  22.22,  22.22,  22.22,  33.33,    .00,    .00,    .00,    .00,    .00,    .00
201213,23703,1,25, 63.36,   4.00,  12.00,  52.00,  32.00,    .00,    .00,    .00,    .00,    .00,    .00
201213,23704,1,12, 60.67,    .00,   8.33,  41.67,  41.67,   8.33,    .00,    .00,    .00,    .00,    .00
201213,23710,1,9, 62.56,    .00,  11.11,  66.67,  22.22,    .00,    .00,    .00,    .00,    .00,    .00
201213,23711,1,25, 64.76,    .00,  24.00,  52.00,  24.00,    .00,    .00,    .00,    .00,    .00,    .00
201213,23712,1,22, 61.09,    .00,   9.09,  40.91,  45.45,   4.55,    .00,    .00,    .00,    .00,    .00
201213,23720,1,1, 65.00,    .00,    .00, 100.00,    .00,    .00,    .00,    .00,    .00,    .00,    .00
201213,23732,1,17, 65.29,    .00,  11.76,  82.35,   5.88,    .00,    .00,    .00,    .00,    .00,    .00
201213,23734,1,15, 64.53,    .00,  20.00,  66.67,   6.67,   6.67,    .00,    .00,    .00,    .00,    .00
201213,23736,1,17, 61.06,   5.88,    .00,  52.94,  41.18,    .00,    .00,    .00,    .00,    .00,    .00
201213,23751,1,1, 60.00,    .00,    .00, 100.00,    .00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,23758,NS,353, 56.82,   1.13,   8.22,  30.31,  46.74,  10.76,    .85,   1.98,    .00,    .00,    .00
201213,23776,NS,28, 63.50,   3.57,  32.14,  39.29,  17.86,   3.57,    .00,   3.57,    .00,    .00,    .00
201213,23780,NS,47, 67.74,   4.26,  42.55,  40.43,  12.77,    .00,    .00,    .00,    .00,    .00,    .00
201213,23785,NS,34, 66.00,    .00,  38.24,  47.06,  11.76,   2.94,    .00,    .00,  20.00,  80.00,    .00
201213,23786,NS,11, 62.82,   9.09,  18.18,  27.27,  36.36,   9.09,    .00,    .00,  20.00,  80.00,    .00
201213,23790,S2,4, 53.75,    .00,  50.00,    .00,  25.00,    .00,    .00,  25.00,    .00,    .00,    .00
201213,23812,1,17, 61.29,    .00,  29.41,  29.41,  41.18,    .00,    .00,    .00,    .00,    .00,    .00
201213,23837,NS,110, 66.26,   1.82,  26.36,  63.64,   8.18,    .00,    .00,    .00,  85.00,    .00,  15.00
201213,23838,NS,21, 69.24,    .00,  47.62,  47.62,    .00,   4.76,    .00,    .00,  30.00,    .00,  70.00
201213,23839,NS,60, 63.00,   1.67,  21.67,  40.00,  33.33,   1.67,   1.67,    .00,  77.50,    .00,  22.50
201213,23840,NS,2, 73.50,  50.00,    .00,    .00,  50.00,    .00,    .00,    .00,  90.00,    .00,  10.00
201213,23841,NS,48, 69.19,   2.08,  45.83,  47.92,   2.08,   2.08,    .00,    .00, 100.00,    .00,    .00
201213,23844,NS,12, 67.33,    .00,  58.33,  33.33,   8.33,    .00,    .00,    .00, 100.00,    .00,    .00
201213,23847,S1,15, 60.53,    .00,  26.67,  20.00,  33.33,  20.00,    .00,    .00,    .00,    .00,    .00
201213,23885,NS,1, 62.00,    .00,    .00, 100.00,    .00,    .00,    .00,    .00,    .00,    .00,    .00
201213,23911,NS,13, 65.15,    .00,  46.15,  23.08,  15.38,  15.38,    .00,    .00,  90.00,    .00,  10.00
201213,23915,S2,54, 70.57,  35.19,  22.22,  25.93,   5.56,   3.70,   7.41,    .00,  40.00,  60.00,    .00
201213,23922,S1,63, 62.10,   1.59,  11.11,  52.38,  33.33,   1.59,    .00,    .00,  25.00,  75.00,    .00
201213,23924,S1,19, 57.26,    .00,   5.26,  57.89,  21.05,    .00,  15.79,    .00, 100.00,    .00,    .00
201213,23925,S1,7, 72.00,    .00,  71.43,  28.57,    .00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,23928,S2,10, 61.30,    .00,  10.00,  50.00,  30.00,  10.00,    .00,    .00, 100.00,    .00,    .00
201213,23931,S1,61, 63.85,   3.28,  34.43,  37.70,  18.03,   1.64,   3.28,   1.64,  30.00,  70.00,    .00
201213,23932,S2,63, 61.46,  11.11,  19.05,  28.57,  25.40,  11.11,   4.76,    .00, 100.00,    .00,    .00
201213,23933,S1,61, 57.89,   3.28,  13.11,  31.15,  32.79,  14.75,   1.64,   3.28,    .00, 100.00,    .00
201213,23934,S2,2, 60.00,    .00,    .00,  50.00,  50.00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,23938,NS,14, 63.36,    .00,  28.57,  42.86,  28.57,    .00,    .00,    .00,    .00,    .00,    .00
201213,23939,NS,1, 49.00,    .00,    .00,    .00,    .00, 100.00,    .00,    .00,    .00,    .00,    .00
201213,23942,NS,29, 55.86,    .00,  10.34,  34.48,  37.93,   6.90,   6.90,   3.45,  90.00,    .00,  10.00
201213,23947,NS,31, 62.55,    .00,  19.35,  38.71,  41.94,    .00,    .00,    .00, 100.00,    .00,    .00
201213,23949,NS,2, 57.00,    .00,    .00,    .00, 100.00,    .00,    .00,    .00,    .00,    .00,    .00
201213,23952,S2,15, 67.93,    .00,  40.00,  46.67,  13.33,    .00,    .00,    .00,  75.00,    .00,  25.00
201213,23963,NS,27, 50.11,   3.70,   7.41,  51.85,  14.81,    .00,    .00,  22.22, 100.00,    .00,    .00
201213,23969,NS,11, 29.00,    .00,  18.18,    .00,  27.27,    .00,    .00,  54.55, 100.00,    .00,    .00
201213,23970,NS,12, 63.58,  16.67,   8.33,  25.00,  41.67,   8.33,    .00,    .00, 100.00,    .00,    .00
201213,23974,NS,14, 46.79,    .00,  21.43,  35.71,  14.29,    .00,    .00,  28.57, 100.00,    .00,    .00
201213,23976,NS,4, 44.75,    .00,  25.00,  25.00,    .00,  25.00,    .00,  25.00, 100.00,    .00,    .00
201213,23983,NS,40, 68.05,   5.00,  35.00,  50.00,  10.00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,23985,NS,14, 63.86,    .00,  21.43,  57.14,   7.14,  14.29,    .00,    .00, 100.00,    .00,    .00
201213,23987,NS,18, 64.44,  11.11,  11.11,  50.00,  27.78,    .00,    .00,    .00, 100.00,    .00,    .00
201213,23989,NS,10, 66.00,  10.00,  10.00,  60.00,  20.00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,23992,NS,9, 64.00,    .00,  22.22,  44.44,  33.33,    .00,    .00,    .00, 100.00,    .00,    .00
201213,23994,NS,3, 70.33,    .00,  66.67,  33.33,    .00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,23996,NS,8, 65.63,  12.50,  12.50,  50.00,  25.00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,24000,NS,2, 85.50, 100.00,    .00,    .00,    .00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,24002,NS,5, 73.40,  20.00,  40.00,  40.00,    .00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,24004,NS,23, 63.96,    .00,  30.43,  47.83,  21.74,    .00,    .00,    .00, 100.00,    .00,    .00
201213,24006,NS,3, 67.67,    .00,    .00, 100.00,    .00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,24008,NS,9, 70.11,    .00,  66.67,  33.33,    .00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,24010,NS,4, 67.25,    .00,  50.00,  25.00,  25.00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,24025,S2,28, 61.64,  10.71,  25.00,  28.57,  14.29,  17.86,    .00,   3.57,    .00, 100.00,    .00
201213,24027,NS,705, 59.26,   1.70,  15.32,  43.12,  30.78,   4.26,   1.70,   3.12, 100.00,    .00,    .00
201213,24029,NS,4, 69.25,    .00,  75.00,  25.00,    .00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,24056,NS,4, 69.00,    .00,  50.00,  50.00,    .00,    .00,    .00,    .00,    .00,    .00,    .00
201213,24080,NS,1, 73.00,    .00, 100.00,    .00,    .00,    .00,    .00,    .00,    .00,    .00,    .00
201213,24087,NS,13, 68.08,   7.69,  30.77,  53.85,   7.69,    .00,    .00,    .00, 100.00,    .00,    .00
201213,24091,NS,10, 70.90,  10.00,  50.00,  30.00,  10.00,    .00,    .00,    .00,    .00,    .00,    .00
201213,24092,NS,3, 65.67,  33.33,    .00,  33.33,  33.33,    .00,    .00,    .00,    .00,    .00,    .00
201213,24113,S2,19, 61.26,    .00,   5.26,  73.68,   5.26,  15.79,    .00,    .00,    .00,    .00,    .00
201213,24115,S2,18, 65.39,  11.11,  16.67,  38.89,  27.78,   5.56,    .00,    .00, 100.00,    .00,    .00
201213,24117,NS,21, 67.00,    .00,  14.29,  80.95,   4.76,    .00,    .00,    .00,    .00,    .00, 100.00
201213,24131,NS,66, 60.08,   1.52,  18.18,  33.33,  33.33,   9.09,   4.55,    .00,    .00, 100.00,    .00
201213,24132,NS,62, 62.15,   6.45,   9.68,  45.16,  29.03,   9.68,    .00,    .00,    .00, 100.00,    .00
201213,24135,NS,1, 45.00,    .00,    .00,    .00,    .00, 100.00,    .00,    .00,    .00,    .00,    .00
201213,24148,NS,232, 66.63,   7.33,  34.05,  40.95,  16.38,    .00,    .43,    .86, 100.00,    .00,    .00
201213,24150,NS,134, 64.60,   7.46,  29.85,  35.07,  23.13,   2.24,    .00,   2.24, 100.00,    .00,    .00
201213,24162,NS,18, 63.22,   5.56,  16.67,  33.33,  38.89,   5.56,    .00,    .00,    .00,    .00,    .00
201213,24170,NS,10,######,    .00,  60.00,  10.00,    .00,    .00,    .00,    .00,  70.00,    .00,  30.00
201213,24241,S2,6, 63.17,    .00,  33.33,  33.33,  33.33,    .00,    .00,    .00,    .00,    .00,    .00
201213,24254,S2,13, 65.62,    .00,  30.77,  61.54,   7.69,    .00,    .00,    .00, 100.00,    .00,    .00
201213,24256,S1,2, 67.00,    .00,  50.00,  50.00,    .00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,24261,1,14, 56.71,    .00,  28.57,  21.43,  28.57,  14.29,    .00,   7.14, 100.00,    .00,    .00
201213,24262,1,29, 60.31,   3.45,  24.14,  24.14,  34.48,   6.90,   6.90,    .00, 100.00,    .00,    .00
201213,24263,1,2, 62.50,    .00,    .00,  50.00,  50.00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,24264,1,12, 66.33,   8.33,  25.00,  50.00,  16.67,    .00,    .00,    .00, 100.00,    .00,    .00
201213,25005,S1,13, 64.85,    .00,   7.69,  92.31,    .00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,25006,S2,9, 64.56,    .00,    .00,  88.89,  11.11,    .00,    .00,    .00,    .00,    .00,    .00
201213,25011,S1,17, 63.12,    .00,   5.88,  88.24,   5.88,    .00,    .00,    .00,  50.00,  50.00,    .00
201213,25012,S1,16, 62.63,    .00,   6.25,  68.75,  25.00,    .00,    .00,    .00,  50.00,  50.00,    .00
201213,25013,S1,12, 65.67,    .00,   8.33,  91.67,    .00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,25014,S2,13, 67.08,    .00,  23.08,  76.92,    .00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,25015,1,80, 62.45,    .00,   3.75,  76.25,  15.00,   3.75,   1.25,    .00, 100.00,    .00,    .00
201213,25018,S1,22, 65.41,    .00,  36.36,  54.55,    .00,    .00,   9.09,    .00,  50.00,  50.00,    .00
201213,25021,S1,34, 60.15,   2.94,   8.82,  41.18,  38.24,   5.88,   2.94,    .00, 100.00,    .00,    .00
201213,25028,S1,7, 55.86,    .00,    .00,  28.57,  71.43,    .00,    .00,    .00, 100.00,    .00,    .00
201213,25029,S2,5, 60.80,    .00,    .00,  60.00,  40.00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,25030,S2,7, 56.29,    .00,  28.57,  14.29,  28.57,  14.29,  14.29,    .00, 100.00,    .00,    .00
201213,25031,S2,21, 64.86,   4.76,  38.10,  19.05,  33.33,   4.76,    .00,    .00,  10.00,  90.00,    .00
201213,25034,S2,13, 64.85,    .00,  38.46,  46.15,  15.38,    .00,    .00,    .00, 100.00,    .00,    .00
201213,25045,S1,5, 68.40,    .00,  40.00,  60.00,    .00,    .00,    .00,    .00,  80.00,    .00,  20.00
201213,25051,S2,67, 62.58,    .00,  23.88,  49.25,  22.39,   1.49,   1.49,   1.49,  35.00,  15.00,  50.00
201213,25053,S2,8, 73.88,  37.50,  50.00,    .00,    .00,  12.50,    .00,    .00, 100.00,    .00,    .00
201213,25055,S1,21, 63.95,    .00,  38.10,  33.33,  23.81,   4.76,    .00,    .00,  60.00,  40.00,    .00
201213,25056,S1,6, 63.33,    .00,  16.67,  66.67,  16.67,    .00,    .00,    .00,  20.00,  80.00,    .00
201213,25057,S2,15, 62.73,  13.33,  26.67,  13.33,  26.67,  20.00,    .00,    .00,  40.00,  60.00,    .00
201213,25061,1,53, 61.47,   1.89,  26.42,  32.08,  28.30,   5.66,   5.66,    .00,  44.00,  31.00,  25.00
201213,25062,1,5, 72.40,    .00,  60.00,  40.00,    .00,    .00,    .00,    .00,  50.00,    .00,  50.00
201213,25064,1,22, 56.27,    .00,  13.64,  40.91,  22.73,  13.64,    .00,   9.09,  50.00,    .00,  50.00
201213,25069,S1,23, 66.22,    .00,  39.13,  43.48,  17.39,    .00,    .00,    .00,  40.00,  60.00,    .00
201213,25070,1,26, 64.96,   3.85,  15.38,  69.23,  11.54,    .00,    .00,    .00,  45.00,  10.00,  45.00
201213,25073,S2,102, 60.90,  17.65,  12.75,  20.59,  23.53,  17.65,   5.88,   1.96,  20.00,  80.00,    .00
201213,25074,S2,28, 58.86,    .00,  28.57,  35.71,  21.43,    .00,   7.14,   7.14,  90.00,    .00,  10.00
201213,25077,S2,10, 63.60,  30.00,    .00,  10.00,  50.00,  10.00,    .00,    .00, 100.00,    .00,    .00
201213,25079,1,210, 58.04,    .00,   5.71,  47.62,  35.24,   9.05,    .95,   1.43,  20.00,  25.00,   5.00
201213,25080,1,192, 56.07,    .00,   6.77,  32.81,  41.67,  15.10,   1.56,   2.08,  12.50,  37.50,    .00
201213,25081,1,199, 55.68,    .00,    .50,  37.69,  44.22,  13.57,   3.02,   1.01,  12.50,  37.50,    .00
201213,25082,1,190, 54.19,    .00,   8.42,  26.32,  38.95,  21.58,   2.63,   2.11,    .00,  50.00,    .00
201213,25083,1,179, 61.02,    .00,  11.73,  56.98,  27.37,   3.91,    .00,    .00,  10.00,  40.00,    .00
201213,25084,1,175, 61.91,    .57,  11.43,  55.43,  29.14,   3.43,    .00,    .00,  12.50,  37.50,    .00
201213,25085,1,171, 58.38,    .00,   8.19,  39.18,  43.27,   9.36,    .00,    .00,  10.00,  40.00,    .00
201213,25086,1,172, 61.15,    .00,   9.30,  58.14,  29.65,   2.91,    .00,    .00,  10.00,  40.00,    .00
201213,25087,1,192, 64.11,   1.04,  20.31,  52.08,  22.40,   4.17,    .00,    .00, 100.00,    .00,    .00
201213,25088,1,25, 50.72,    .00,  20.00,  40.00,  20.00,    .00,    .00,  20.00,  20.00,  30.00,    .00
201213,25089,1,51, 57.94,    .00,   5.88,  45.10,  33.33,  13.73,    .00,   1.96,  20.00,  30.00,    .00
201213,25091,1,89, 66.48,    .00,  26.97,  65.17,   7.87,    .00,    .00,    .00,    .00,  50.00,    .00
201213,25092,1,90, 56.73,    .00,   2.22,  46.67,  38.89,   7.78,   4.44,    .00,    .00,  50.00,    .00
201213,25093,1,62, 61.26,    .00,  17.74,  43.55,  32.26,   6.45,    .00,    .00, 100.00,    .00,    .00
201213,25094,1,70, 61.59,    .00,  20.00,  44.29,  28.57,   5.71,   1.43,    .00,    .00,  50.00,    .00
201213,25096,1,73, 61.25,    .00,  15.07,  56.16,  20.55,   6.85,   1.37,    .00,    .00,  50.00,    .00
201213,25097,1,39, 61.28,    .00,  12.82,  56.41,  28.21,    .00,   2.56,    .00, 100.00,    .00,    .00
201213,25098,1,16, 61.94,    .00,  12.50,  62.50,  25.00,    .00,    .00,    .00,    .00,  50.00,    .00
201213,25099,1,48, 62.94,    .00,  20.83,  58.33,  14.58,   4.17,   2.08,    .00,    .00,  50.00,    .00
201213,25101,1,30, 64.60,    .00,  13.33,  76.67,  10.00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,25104,1,40, 61.58,    .00,  15.00,  55.00,  25.00,   5.00,    .00,    .00,  12.50,  37.50,    .00
201213,25106,S2,15, 66.40,   6.67,  26.67,  46.67,  20.00,    .00,    .00,    .00,  50.00,    .00,    .00
201213,25110,1,13, 61.54,    .00,   7.69,  69.23,  15.38,   7.69,    .00,    .00,  10.00,  40.00,    .00
201213,25111,1,19, 58.74,    .00,    .00,  52.63,  42.11,   5.26,    .00,    .00,  12.50,  37.50,    .00
201213,25112,1,12, 58.92,    .00,  25.00,  33.33,  25.00,  16.67,    .00,    .00,  10.00,  40.00,    .00
201213,25113,1,13, 62.00,    .00,    .00,  76.92,  23.08,    .00,    .00,    .00,  10.00,  40.00,    .00
201213,25121,S2,80, 62.66,    .00,   7.50,  67.50,  23.75,    .00,    .00,   1.25, 100.00,    .00,    .00
201213,25122,S2,94, 64.26,    .00,  13.83,  74.47,   8.51,    .00,    .00,   3.19,  65.00,    .00,  35.00
201213,25125,S2,13, 71.92,  23.08,  38.46,  38.46,    .00,    .00,    .00,    .00,  15.00,  85.00,    .00
201213,25126,S1,13, 64.62,    .00,  30.77,  38.46,  30.77,    .00,    .00,    .00,  40.00,  50.00,  10.00
201213,25127,S2,13, 56.31,    .00,  23.08,   7.69,  30.77,  30.77,   7.69,    .00,    .00, 100.00,    .00
201213,25128,S2,52, 60.71,  11.54,  13.46,  26.92,  30.77,   9.62,   5.77,   1.92,  20.00,  80.00,    .00
201213,25129,S1,56, 61.34,  12.50,  19.64,  28.57,  19.64,  14.29,   3.57,   1.79,  20.00,  80.00,    .00
201213,25130,S2,46, 66.00,  21.74,  21.74,  30.43,  15.22,   4.35,   4.35,   2.17,  20.00,  80.00,    .00
201213,25131,S1,65, 61.69,  12.31,  16.92,  21.54,  27.69,  18.46,   1.54,   1.54,  20.00,  80.00,    .00
201213,25132,S2,52, 55.73,  15.38,  15.38,  19.23,  17.31,  17.31,   5.77,   9.62,  20.00,  80.00,    .00
201213,25133,S1,122, 64.04,   3.28,  22.13,  51.64,  20.49,    .82,    .00,   1.64, 100.00,    .00,    .00
201213,25135,S2,33, 57.52,    .00,  21.21,  36.36,  18.18,  15.15,   3.03,   6.06,    .00,  75.00,  25.00
201213,25137,1,23, 67.78,   4.35,  47.83,  39.13,    .00,   4.35,   4.35,    .00,  70.00,  30.00,    .00
201213,25138,1,21, 68.05,    .00,  57.14,  33.33,    .00,   9.52,    .00,    .00,  70.00,  30.00,    .00
201213,25139,1,19, 66.47,    .00,  36.84,  47.37,  15.79,    .00,    .00,    .00,  50.00,  50.00,    .00
201213,25142,S2,42, 60.62,   2.38,  14.29,  52.38,  21.43,   4.76,   2.38,   2.38,  50.00,  50.00,    .00
201213,25143,S2,22, 64.09,   4.55,  13.64,  68.18,   9.09,    .00,   4.55,    .00,  50.00,  50.00,    .00
201213,25146,S1,46, 55.39,  10.87,  13.04,  30.43,  21.74,   8.70,   4.35,  10.87,    .00, 100.00,    .00
201213,25148,S2,46, 64.26,   4.35,  30.43,  34.78,  26.09,   2.17,   2.17,    .00,  80.00,    .00,  20.00
201213,25149,S2,10, 62.30,  10.00,  50.00,  10.00,  20.00,    .00,    .00,  10.00, 100.00,    .00,    .00
201213,25150,S2,28, 70.50,  10.71,  57.14,  17.86,  10.71,   3.57,    .00,    .00,  50.00,  50.00,    .00
201213,25151,S2,14, 61.21,    .00,  28.57,  42.86,  21.43,    .00,    .00,   7.14, 100.00,    .00,    .00
201213,25152,S2,9, 68.22,  11.11,  11.11,  66.67,  11.11,    .00,    .00,    .00, 100.00,    .00,    .00
201213,25153,S2,13, 60.69,   7.69,  23.08,  38.46,  23.08,    .00,    .00,   7.69, 100.00,    .00,    .00
201213,25154,S2,32, 66.75,  12.50,  37.50,  25.00,  15.63,   6.25,   3.13,    .00,  50.00,  50.00,    .00
201213,25155,S2,27, 69.41,    .00,  62.96,  25.93,  11.11,    .00,    .00,    .00, 100.00,    .00,    .00
201213,25156,S1,46, 59.48,   6.52,  13.04,  41.30,  23.91,   4.35,   6.52,   4.35,  20.00,  80.00,    .00
201213,25157,S2,3, 71.00,    .00,  66.67,  33.33,    .00,    .00,    .00,    .00,  50.00,  50.00,    .00
201213,25158,S2,44, 69.98,  11.36,  43.18,  43.18,    .00,    .00,    .00,   2.27,  65.00,    .00,  35.00
201213,25159,S2,28, 66.25,   3.57,  35.71,  42.86,  14.29,    .00,   3.57,    .00, 100.00,    .00,    .00
201213,25160,S1,35, 71.89,  37.14,  25.71,  14.29,  17.14,   2.86,   2.86,    .00,  50.00,  50.00,    .00
201213,25161,S1,33, 54.88,   6.06,   6.06,  30.30,  24.24,  18.18,  12.12,   3.03,  50.00,  50.00,    .00
201213,25163,S1,82, 62.54,   3.66,  20.73,  37.80,  32.93,   3.66,    .00,   1.22,  30.00,  70.00,    .00
201213,25166,S1,16, 65.81,  25.00,  31.25,    .00,  18.75,  25.00,    .00,    .00,    .00, 100.00,    .00
201213,25167,S2,20, 53.30,    .00,  10.00,  25.00,  25.00,  35.00,   5.00,    .00,    .00, 100.00,    .00
201213,25168,S2,22, 56.86,  13.64,  13.64,  22.73,  27.27,    .00,  13.64,   9.09,  20.00,  80.00,    .00
201213,25169,S1,21, 51.90,  14.29,   9.52,  19.05,   9.52,  23.81,   9.52,  14.29,    .00,    .00,    .00
201213,25170,S2,21, 56.62,   9.52,   9.52,  23.81,  38.10,   9.52,   4.76,   4.76,  20.00,  80.00,    .00
201213,25171,S1,24, 60.38,  20.83,   4.17,  33.33,  20.83,   8.33,   4.17,   8.33,    .00,    .00,    .00
201213,25183,S1,96, 58.61,  13.54,  14.58,  16.67,  23.96,  26.04,   3.13,   2.08,    .00, 100.00,    .00
201213,25185,S1,84, 80.79,  66.67,  23.81,   8.33,    .00,   1.19,    .00,    .00,  50.00,  50.00,    .00
201213,25186,S1,62, 71.89,  14.52,  48.39,  33.87,   1.61,   1.61,    .00,    .00,  50.00,  50.00,    .00
201213,25188,S1,57, 69.77,  22.81,  31.58,  24.56,  17.54,   1.75,   1.75,    .00,  60.00,  40.00,    .00
201213,25189,S1,35, 57.57,   8.57,   2.86,  34.29,  31.43,  11.43,  11.43,    .00,  20.00,  80.00,    .00
201213,25191,S1,49, 58.51,   2.04,  18.37,  32.65,  26.53,  14.29,   4.08,   2.04,  15.00,  70.00,  15.00
201213,25192,NS,41, 49.22,    .00,   7.32,  17.07,  24.39,  29.27,  17.07,   4.88, 100.00,    .00,    .00
201213,25199,NS,1, 29.00,    .00,    .00,    .00,    .00,    .00, 100.00,    .00,    .00,    .00,    .00
201213,25207,S1,23, 63.78,  21.74,  17.39,  17.39,  21.74,  13.04,   8.70,    .00,    .00,    .00,    .00
201213,25208,S1,24, 67.08,  25.00,  25.00,  16.67,  29.17,   4.17,    .00,    .00,    .00,    .00,    .00
201213,25212,S1,14, 61.64,    .00,   7.14,  71.43,  21.43,    .00,    .00,    .00, 100.00,    .00,    .00
201213,25213,S2,102, 65.69,  26.47,  19.61,  19.61,  12.75,  13.73,   7.84,    .00,  25.00,  75.00,    .00
201213,25214,S1,104, 69.88,  31.73,  23.08,  21.15,  16.35,   3.85,   2.88,    .96,  30.00,  70.00,    .00
201213,25216,S2,112, 61.89,   8.04,  29.46,  21.43,  23.21,  13.39,   1.79,   2.68,  40.00,  60.00,    .00
201213,25217,S1,235, 54.75,   5.11,  16.17,  17.45,  25.11,  20.00,  12.34,   3.83,  40.00,  60.00,    .00
201213,25218,S1,87, 56.15,    .00,   2.30,  40.23,  45.98,   5.75,   3.45,   2.30,  40.00,  60.00,    .00
201213,25221,1,20, 71.20,   5.00,  70.00,  10.00,  15.00,    .00,    .00,    .00,  70.00,  30.00,    .00
201213,25241,T2,3, 57.67,    .00,  66.67,    .00,    .00,    .00,  33.33,    .00, 100.00,    .00,    .00
201213,25245,T2,85, 57.79,    .00,  10.59,  37.65,  30.59,  15.29,   4.71,   1.18, 100.00,    .00,    .00
201213,25257,S1,78, 59.21,   1.28,  15.38,  34.62,  32.05,  14.10,   2.56,    .00,  33.33,  66.67,    .00
201213,25261,S2,2, 42.00,    .00,    .00,    .00,  50.00,    .00,  50.00,    .00, 100.00,    .00,    .00
201213,25283,1,103, 62.07,   5.83,  17.48,  36.89,  28.16,   7.77,   3.88,    .00, 100.00,    .00,    .00
201213,25286,T1,38, 60.92,   5.26,  15.79,  34.21,  34.21,   5.26,   5.26,    .00,    .00,    .00, 100.00
201213,25288,T2,30, 61.83,  13.33,  13.33,  26.67,  30.00,  10.00,   6.67,    .00,    .00,    .00, 100.00
201213,25289,T1,30, 56.33,   3.33,   6.67,  33.33,  33.33,  16.67,   6.67,    .00, 100.00,    .00,    .00
