TERM_CODE,CRN,PART_TERM,NO_STUDENTS,AVG_MARK,MARK_100_80,MARK_79_70,MARK_69_60,MARK_59_50,MARK_49_40,MARK_39_25,MARK_24_0,ASSESS_EXAM,ASSESS_CRSE,ASSESS_OTHER
201213,12086,S1,61, 57.18,   4.92,  14.75,  22.95,  32.79,  21.31,   3.28,    .00,    .00, 100.00,    .00
201213,12087,S1,38, 62.71,  18.42,  21.05,  18.42,  21.05,  15.79,    .00,   5.26,  10.00,  90.00,    .00
201213,12091,S2,27, 64.30,  14.81,  22.22,  33.33,  22.22,   3.70,    .00,   3.70,    .00, 100.00,    .00
201213,12092,1,85, 65.06,   2.35,  34.12,  47.06,  12.94,   1.18,    .00,   2.35,  81.82,    .00,  18.18
201213,12103,S2,14, 57.00,   7.14,   7.14,  21.43,  42.86,   7.14,  14.29,    .00,  40.00,  60.00,    .00
201213,12112,S1,25, 62.28,    .00,  16.00,  52.00,  32.00,    .00,    .00,    .00,  90.00,    .00,  10.00
201213,12116,S2,18, 65.83,   5.56,  27.78,  50.00,  11.11,   5.56,    .00,    .00, 100.00,    .00,    .00
201213,12117,S1,14, 65.50,    .00,  42.86,  35.71,  21.43,    .00,    .00,    .00,  90.00,    .00,  10.00
201213,12119,S2,22, 59.50,    .00,  18.18,  45.45,  18.18,   9.09,   9.09,    .00,    .00,  60.00,  40.00
201213,12120,S1,40, 63.35,    .00,   2.50,  77.50,  20.00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,12122,1,14, 72.14,  28.57,  35.71,  35.71,    .00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,12125,S1,10, 60.80,    .00,  20.00,  30.00,  50.00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,12128,S2,70, 62.56,  17.14,  18.57,  24.29,  22.86,  12.86,   1.43,   2.86,    .00, 100.00,    .00
201213,12137,1,140, 71.70,   5.71,  62.86,  30.00,   1.43,    .00,    .00,    .00, 100.00,    .00,    .00
201213,12140,S1,93, 56.70,   5.38,  11.83,  26.88,  27.96,  17.20,   8.60,   2.15,    .00,  50.00,  50.00
201213,12141,S2,92, 63.25,   6.52,  26.09,  34.78,  20.65,   9.78,   1.09,   1.09,    .00,  50.00,  50.00
201213,12142,1,185, 63.58,   1.08,  37.30,  34.05,  14.05,   9.73,   1.62,   2.16,    .00,    .00, 100.00
201213,12143,S2,114, 64.69,  11.40,  28.07,  31.58,  17.54,   4.39,   4.39,   2.63,    .00,  70.00,  30.00
201213,12144,S1,163, 62.87,   5.52,  28.22,  29.45,  23.31,   7.98,   3.68,   1.84,    .00,  60.00,  40.00
201213,12145,S2,146, 57.41,    .00,  14.38,  31.51,  35.62,  13.70,   2.74,   2.05,    .00, 100.00,    .00
201213,12146,S1,72, 66.31,  12.50,  29.17,  34.72,  18.06,   4.17,    .00,   1.39,  50.00,  50.00,    .00
201213,12147,S1,248, 60.88,   5.65,  21.77,  35.08,  23.79,   8.47,   2.82,   2.42,    .00, 100.00,    .00
201213,12148,S2,115, 62.97,   6.09,  27.83,  33.91,  23.48,   4.35,   2.61,   1.74,  16.67,  66.67,  16.67
201213,12149,S1,66, 62.70,  18.18,  19.70,  22.73,  21.21,  10.61,   4.55,   3.03,  40.00,  60.00,    .00
201213,12151,S2,43, 61.26,    .00,   6.98,  62.79,  23.26,   6.98,    .00,    .00,  20.00,  60.00,  20.00
201213,12152,S1,72, 64.43,    .00,  27.78,  48.61,  20.83,   2.78,    .00,    .00,    .00,  50.00,  50.00
201213,12153,S2,212, 59.67,    .00,  16.04,  40.57,  29.72,  10.85,   1.89,    .94,  40.00,  60.00,    .00
201213,12156,S2,130, 61.55,   3.08,  26.92,  30.00,  27.69,   8.46,   2.31,   1.54,  40.00,  60.00,    .00
201213,12160,S2,76, 56.49,    .00,  13.16,  35.53,  28.95,  11.84,   7.89,   2.63,    .00,  80.00,  20.00
201213,12161,S1,87, 66.32,   1.15,  25.29,  60.92,  12.64,    .00,    .00,    .00,  50.00,  50.00,    .00
201213,12163,1,43, 64.35,   6.98,  16.28,  48.84,  25.58,   2.33,    .00,    .00,  35.00,    .00,  65.00
201213,12167,S2,73, 57.40,    .00,   4.11,  42.47,  41.10,   9.59,   2.74,    .00,    .00, 100.00,    .00
201213,12169,S1,32, 57.84,    .00,   9.38,  37.50,  40.63,   9.38,   3.13,    .00,    .00,  60.00,  40.00
201213,12170,S2,5, 68.20,    .00,  40.00,  60.00,    .00,    .00,    .00,    .00,    .00, 100.00,    .00
201213,12171,S2,60, 65.53,   5.00,  23.33,  58.33,  10.00,   1.67,   1.67,    .00, 100.00,    .00,    .00
201213,12173,S2,50, 59.44,    .00,  12.00,  42.00,  34.00,   6.00,   6.00,    .00,  10.00,  60.00,  30.00
201213,12175,S1,19, 62.32,   5.26,  26.32,  26.32,  26.32,  10.53,   5.26,    .00,    .00,  75.00,  25.00
201213,12176,S1,13, 61.46,    .00,  46.15,  23.08,    .00,  23.08,   7.69,    .00,  20.00,  60.00,  20.00
201213,12178,S1,73, 61.45,   1.37,  15.07,  58.90,  13.70,   8.22,   1.37,   1.37,  40.00,  60.00,    .00
201213,12179,S1,35, 61.37,   8.57,  14.29,  37.14,  28.57,   8.57,   2.86,    .00,  50.00,  50.00,    .00
201213,12180,S2,70, 62.17,   8.57,  20.00,  31.43,  20.00,  17.14,   2.86,    .00,  35.00,  65.00,    .00
201213,12182,S2,63, 59.68,    .00,  14.29,  38.10,  41.27,   1.59,   1.59,   3.17,    .00,  70.00,  30.00
201213,12193,S1,121, 66.95,   1.65,  32.23,  58.68,   5.79,    .00,    .83,    .83,  70.00,    .00,  30.00
201213,12197,S1,24, 59.13,    .00,  12.50,  41.67,  29.17,  16.67,    .00,    .00,    .00,  60.00,  40.00
201213,12198,S1,18, 54.50,   5.56,  11.11,  22.22,  22.22,  22.22,  11.11,   5.56,  15.00,  75.00,  10.00
201213,12199,S2,23, 65.74,   8.70,  30.43,  34.78,  17.39,   8.70,    .00,    .00,  60.00,    .00,  40.00
201213,12200,S1,22, 61.18,  18.18,  13.64,  27.27,   9.09,  22.73,   9.09,    .00,  40.00,  60.00,    .00
201213,12201,S1,64, 61.78,    .00,  26.56,  39.06,  23.44,   9.38,    .00,   1.56,  40.00,  60.00,    .00
201213,12202,S1,14, 61.29,    .00,  14.29,  57.14,  21.43,    .00,   7.14,    .00,    .00,  60.00,  40.00
201213,12206,S1,40, 65.25,   5.00,  25.00,  50.00,  15.00,   5.00,    .00,    .00,    .00,  80.00,  20.00
201213,12207,S1,35, 63.57,  25.71,   8.57,  17.14,  37.14,   5.71,   5.71,    .00,    .00,  90.00,  10.00
201213,12208,S1,33, 60.33,  12.12,  18.18,  27.27,  24.24,  12.12,   3.03,   3.03,    .00,  90.00,  10.00
201213,12209,S1,45, 57.00,   2.22,  17.78,  24.44,  31.11,  15.56,   6.67,   2.22,    .00, 100.00,    .00
201213,12210,S1,24, 65.88,   4.17,  33.33,  33.33,  29.17,    .00,    .00,    .00,  90.00,    .00,  10.00
201213,12211,1,34, 60.53,    .00,  17.65,  41.18,  32.35,    .00,   2.94,   5.88,  10.00,  70.00,  20.00
201213,12214,S2,42, 64.95,   7.14,  23.81,  45.24,  16.67,   7.14,    .00,    .00, 100.00,    .00,    .00
201213,12215,S1,2, 51.50,    .00,    .00,    .00, 100.00,    .00,    .00,    .00,  30.00,  70.00,    .00
201213,12216,S2,25, 69.24,  16.00,  40.00,  32.00,  12.00,    .00,    .00,    .00,  70.00,    .00,  30.00
201213,12217,S2,38, 65.11,    .00,  15.79,  68.42,  15.79,    .00,    .00,    .00, 100.00,    .00,    .00
201213,12218,S1,13, 66.92,  30.77,  30.77,  15.38,    .00,  15.38,    .00,   7.69,  40.00,    .00,  60.00
201213,12220,S2,15, 60.47,    .00,  13.33,  53.33,  20.00,  13.33,    .00,    .00, 100.00,    .00,    .00
201213,12223,1,94, 69.00,   9.57,  48.94,  32.98,   4.26,   1.06,    .00,   3.19, 100.00,    .00,    .00
201213,12235,S2,81, 67.35,  17.28,  20.99,  39.51,  16.05,   3.70,   1.23,   1.23, 100.00,    .00,    .00
201213,12243,S2,17, 66.18,   5.88,  41.18,  23.53,  17.65,  11.76,    .00,    .00,    .00, 100.00,    .00
201213,12248,1,8, 69.13,    .00,  62.50,  25.00,  12.50,    .00,    .00,    .00,  50.00,    .00,  50.00
201213,12249,S1,51, 62.00,  11.76,  21.57,  23.53,  29.41,   7.84,   5.88,    .00,  15.00,  85.00,    .00
201213,12251,S2,97, 69.47,  34.02,  16.49,  23.71,  15.46,   8.25,    .00,   2.06,    .00, 100.00,    .00
201213,12253,S2,107, 62.50,  19.63,  10.28,  24.30,  21.50,  21.50,   2.80,    .00,    .00, 100.00,    .00
201213,12254,S1,42, 59.10,  14.29,   2.38,  30.95,  26.19,  11.90,  14.29,    .00,    .00, 100.00,    .00
201213,12259,S1,111, 66.80,  19.82,  28.83,  19.82,  16.22,  13.51,   1.80,    .00,    .00, 100.00,    .00
201213,12260,S2,54, 60.44,   9.26,  14.81,  25.93,  27.78,  20.37,   1.85,    .00,    .00, 100.00,    .00
201213,12261,S2,27, 66.19,  18.52,  29.63,  18.52,  18.52,  11.11,   3.70,    .00,  20.00,  70.00,  10.00
201213,12262,S1,34, 61.59,  17.65,  17.65,  26.47,   8.82,  23.53,   2.94,   2.94,    .00, 100.00,    .00
201213,12266,S1,52, 74.13,  36.54,  28.85,  15.38,  15.38,   1.92,   1.92,    .00,  10.00,  90.00,    .00
201213,12271,1,45, 71.02,  17.78,  31.11,  51.11,    .00,    .00,    .00,    .00,  88.00,    .00,  12.00
201213,12273,S1,17, 56.06,    .00,  11.76,  47.06,  23.53,   5.88,   5.88,   5.88,  40.00,  60.00,    .00
201213,12275,S2,33, 63.52,    .00,  18.18,  54.55,  21.21,   6.06,    .00,    .00,    .00,    .00,    .00
201213,12277,S1,70, 59.96,   2.86,  14.29,  54.29,  18.57,   1.43,    .00,   8.57, 100.00,    .00,    .00
201213,12278,S1,62, 57.05,    .00,   6.45,  40.32,  33.87,  12.90,   4.84,   1.61,    .00,  60.00,  40.00
201213,12279,S2,38, 61.24,    .00,  18.42,  52.63,  23.68,   2.63,    .00,   2.63,    .00,    .00,    .00
201213,12283,S1,65, 63.80,    .00,  18.46,  61.54,  18.46,    .00,    .00,   1.54,  50.00,  50.00,    .00
201213,12290,S1,47, 63.81,    .00,   6.38,  87.23,   4.26,    .00,   2.13,    .00,    .00,  60.00,  40.00
201213,12292,S2,35, 66.34,   2.86,  22.86,  65.71,   8.57,    .00,    .00,    .00,  50.00,  50.00,    .00
201213,12294,S2,67, 64.09,    .00,  13.43,  71.64,  13.43,    .00,   1.49,    .00,  50.00,  50.00,    .00
201213,12303,S1,74, 63.05,   2.70,  13.51,  70.27,   8.11,   1.35,    .00,   4.05, 100.00,    .00,    .00
201213,12336,S2,8, 72.50,  25.00,  12.50,  50.00,  12.50,    .00,    .00,    .00, 100.00,    .00,    .00
201213,12409,1,1, 73.00,    .00, 100.00,    .00,    .00,    .00,    .00,    .00,  40.00,  40.00,  20.00
201213,12410,1,15, 68.93,   6.67,  46.67,  33.33,  13.33,    .00,    .00,    .00, 100.00,    .00,    .00
201213,12413,S1,9, 66.44,    .00,  33.33,  66.67,    .00,    .00,    .00,    .00,  90.00,    .00,  10.00
201213,12418,S1,169, 61.89,   4.73,  19.53,  39.05,  21.30,  13.02,   1.78,    .59, 100.00,    .00,    .00
201213,12422,S1,197, 63.56,    .00,  22.84,  49.24,  23.86,   2.54,    .00,   1.52,  30.00,  70.00,    .00
201213,12426,S2,203, 60.59,    .00,   9.36,  54.68,  28.08,   5.91,    .49,   1.48,  30.00,  70.00,    .00
201213,12434,S1,139, 67.24,   2.16,  34.53,  53.96,   7.19,   1.44,    .00,    .72, 100.00,    .00,    .00
201213,12441,S2,64, 63.83,    .00,  15.63,  65.63,  18.75,    .00,    .00,    .00,  40.00,  35.00,  25.00
201213,12445,S1,31, 66.84,    .00,  38.71,  48.39,  12.90,    .00,    .00,    .00,  51.00,  49.00,    .00
201213,12448,S1,73, 66.08,    .00,  17.81,  75.34,   5.48,    .00,    .00,   1.37,  21.00,  69.00,  10.00
201213,12456,S1,8, 62.88,    .00,  25.00,  37.50,  37.50,    .00,    .00,    .00,  40.00,  60.00,    .00
201213,12507,S2,33, 59.06,   9.09,  15.15,  27.27,  24.24,  21.21,    .00,   3.03,   7.00,  90.00,   3.00
201213,12509,S1,33, 66.33,  21.21,  15.15,  24.24,  33.33,   6.06,    .00,    .00,   5.00,  85.00,  10.00
201213,12510,S2,32, 73.75,  37.50,  34.38,  12.50,   9.38,   3.13,   3.13,    .00,  20.00,  80.00,    .00
201213,12511,S1,35, 61.26,  11.43,  20.00,  31.43,  17.14,  11.43,   5.71,   2.86,  10.00,  90.00,    .00
201213,12512,S2,32, 57.13,   3.13,   9.38,  15.63,  56.25,  12.50,   3.13,    .00,  20.00,  80.00,    .00
201213,12514,S2,33, 62.21,  12.12,  15.15,  36.36,  15.15,  18.18,    .00,   3.03,  15.00,  85.00,    .00
201213,12516,S1,47, 62.70,  17.02,  19.15,  27.66,  10.64,  21.28,   4.26,    .00,  20.00,  80.00,    .00
201213,12518,S1,41, 61.49,   7.32,  34.15,  19.51,  14.63,  17.07,   4.88,   2.44,    .00, 100.00,    .00
201213,12521,S2,87, 58.43,   3.45,  14.94,  31.03,  31.03,  10.34,   6.90,   2.30,  20.00,  80.00,    .00
201213,12522,S1,59, 67.92,  27.12,  22.03,  23.73,  15.25,   6.78,   5.08,    .00,    .00, 100.00,    .00
201213,12524,S1,57, 61.63,  15.79,  26.32,  12.28,  22.81,  10.53,   8.77,   3.51,  10.00,  90.00,    .00
201213,12526,S1,43, 64.95,  18.60,  25.58,  20.93,  20.93,   9.30,   4.65,    .00,    .00, 100.00,    .00
201213,12527,S2,51, 62.59,   9.80,  11.76,  45.10,  27.45,   1.96,   1.96,   1.96,  25.00,  75.00,    .00
201213,12530,1,39, 64.56,    .00,  30.77,  46.15,  15.38,   7.69,    .00,    .00,  90.00,    .00,  10.00
201213,12545,S1,60, 72.72,  18.33,  55.00,  21.67,   3.33,   1.67,    .00,    .00,  70.00,  30.00,    .00
201213,12546,S2,87, 59.67,   6.90,  12.64,  32.18,  39.08,   4.60,   3.45,   1.15,  25.00,  75.00,    .00
201213,12547,S2,56, 61.52,   8.93,  23.21,  26.79,  32.14,   3.57,   1.79,   3.57,  20.00,  80.00,    .00
201213,12548,S2,70, 58.81,   1.43,  24.29,  24.29,  38.57,   4.29,   5.71,   1.43,    .00, 100.00,    .00
201213,12550,S1,66, 57.02,   7.58,  13.64,  21.21,  24.24,  22.73,  10.61,    .00,  25.00,  75.00,    .00
201213,12551,S1,24, 62.17,  12.50,  29.17,  20.83,  25.00,   4.17,   4.17,   4.17,  30.00,  70.00,    .00
201213,12552,S1,25, 50.72,   8.00,  12.00,  16.00,  16.00,  16.00,  28.00,   4.00,    .00, 100.00,    .00
201213,12557,S2,31, 62.90,   3.23,  19.35,  38.71,  35.48,   3.23,    .00,    .00, 100.00,    .00,    .00
201213,12618,1,124, 60.51,   1.61,  17.74,  37.10,  33.06,   9.68,    .81,    .00,  40.00,  50.00,  10.00
201213,12619,1,30, 64.93,    .00,  30.00,  50.00,  20.00,    .00,    .00,    .00,  40.00,  40.00,  20.00
201213,12620,1,48, 65.63,   6.25,  29.17,  45.83,  12.50,   4.17,    .00,   2.08,  40.00,  40.00,  20.00
201213,12625,S1,56, 60.59,   1.79,  16.07,  50.00,  19.64,   5.36,   5.36,   1.79,  90.00,    .00,  10.00
201213,12632,S1,6, 67.83,    .00,  50.00,  33.33,  16.67,    .00,    .00,    .00,  90.00,    .00,  10.00
201213,12639,S1,67, 52.16,    .00,    .00,  16.42,  47.76,  25.37,   8.96,   1.49,  30.00,  70.00,    .00
201213,12640,S2,44, 52.70,    .00,    .00,  29.55,  45.45,  13.64,   6.82,   4.55,  30.00,  70.00,    .00
201213,12641,S1,71, 53.69,    .00,   2.82,  28.17,  38.03,  23.94,   7.04,    .00,  30.00,  70.00,    .00
201213,12642,S2,24, 46.25,    .00,   4.17,  16.67,  25.00,  12.50,  33.33,   8.33,  30.00,  70.00,    .00
201213,12645,S2,44, 59.34,    .00,  15.91,  50.00,  27.27,   2.27,    .00,   4.55,  40.00,  60.00,    .00
201213,12653,S1,8, 50.00,    .00,  12.50,  62.50,    .00,    .00,    .00,  25.00,    .00, 100.00,    .00
201213,12660,S1,57, 61.58,    .00,  22.81,  43.86,  24.56,   3.51,   3.51,   1.75,  40.00,  60.00,    .00
201213,12661,S1,17, 61.82,  11.76,  11.76,  41.18,  29.41,    .00,    .00,   5.88,  25.00,  75.00,    .00
201213,12678,1,44, 58.48,   6.82,  15.91,  43.18,  15.91,  11.36,    .00,   6.82, 100.00,    .00,    .00
201213,12718,S1,20, 64.30,    .00,  20.00,  55.00,  15.00,  10.00,    .00,    .00,  50.00,  50.00,    .00
201213,12724,S2,61, 68.18,  22.95,  32.79,  24.59,   6.56,  11.48,   1.64,    .00,  20.00,  80.00,    .00
201213,12803,1,2, 60.50,    .00,    .00,  50.00,  50.00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,12807,1,6, 57.17,    .00,    .00,  33.33,  66.67,    .00,    .00,    .00, 100.00,    .00,    .00
201213,12854,1,57, 59.54,    .00,  10.53,  40.35,  42.11,   5.26,   1.75,    .00, 100.00,    .00,    .00
201213,12872,1,10, 61.30,    .00,  20.00,  30.00,  50.00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,14334,S1,23, 55.43,    .00,   4.35,  21.74,  60.87,    .00,   8.70,   4.35,  40.00,  60.00,    .00
201213,14343,S1,120, 58.14,   2.50,  14.17,  32.50,  26.67,  18.33,   5.00,    .83,    .00, 100.00,    .00
201213,14351,S2,37, 76.22,  43.24,  37.84,  10.81,   5.41,    .00,   2.70,    .00,  20.00,  80.00,    .00
201213,14352,S1,40, 61.15,    .00,  12.50,  40.00,  47.50,    .00,    .00,    .00, 100.00,    .00,    .00
201213,14353,S1,32, 61.50,   3.13,  31.25,  34.38,  18.75,   9.38,    .00,   3.13,  40.00,  60.00,    .00
201213,14356,S2,56, 53.82,   8.93,  12.50,  26.79,  14.29,  16.07,  16.07,   5.36,  10.00,  90.00,    .00
201213,14361,S1,45, 63.89,   2.22,  22.22,  46.67,  24.44,   4.44,    .00,    .00,    .00, 100.00,    .00
201213,14362,S2,29, 65.41,    .00,  20.69,  68.97,  10.34,    .00,    .00,    .00,  20.00,  70.00,  10.00
201213,14365,S2,204, 59.98,   8.33,  21.57,  23.53,  23.04,  16.18,   3.92,   3.43,  20.00,  80.00,    .00
201213,14366,S1,185, 58.43,   3.24,  16.76,  28.65,  25.95,  18.38,   6.49,    .54,  20.00,  80.00,    .00
201213,14367,S2,10, 80.30,  50.00,  50.00,    .00,    .00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,14368,S1,11, 70.45,   9.09,  45.45,  36.36,   9.09,    .00,    .00,    .00,    .00,    .00,    .00
201213,14369,S2,10, 61.40,  10.00,  20.00,  30.00,  20.00,  20.00,    .00,    .00,  20.00,  80.00,    .00
201213,14379,S1,38, 57.13,   2.63,  18.42,  26.32,  31.58,  13.16,   5.26,   2.63,    .00,    .00,    .00
201213,14386,S2,75, 60.39,    .00,  10.67,  46.67,  32.00,   9.33,   1.33,    .00,    .00,    .00,    .00
201213,14387,S1,22, 69.59,  13.64,  50.00,  18.18,  13.64,   4.55,    .00,    .00,    .00,  70.00,  30.00
201213,14388,S1,44, 63.11,   9.09,  20.45,  29.55,  34.09,   6.82,    .00,    .00,    .00, 100.00,    .00
201213,14389,S2,70, 59.39,   2.86,  20.00,  34.29,  22.86,  14.29,   2.86,   2.86,  20.00,  80.00,    .00
201213,14509,S1,29, 55.97,    .00,  13.79,  31.03,  27.59,  20.69,   6.90,    .00,  50.00,  50.00,    .00
201213,14511,S2,46, 61.28,    .00,  17.39,  41.30,  36.96,   4.35,    .00,    .00,    .00,    .00,    .00
201213,14528,S1,20, 58.55,    .00,    .00,  60.00,  10.00,  30.00,    .00,    .00, 100.00,    .00,    .00
201213,14537,S1,16, 60.06,    .00,  12.50,  37.50,  37.50,   6.25,   6.25,    .00,  80.00,    .00,  20.00
201213,14591,1,27, 61.56,    .00,  29.63,  37.04,  18.52,  14.81,    .00,    .00,  30.00,  60.00,  10.00
201213,14645,S1,48, 62.88,    .00,  12.50,  56.25,  29.17,    .00,   2.08,    .00, 100.00,    .00,    .00
201213,14647,1,24, 62.13,   8.33,   8.33,  58.33,  20.83,   4.17,    .00,    .00,  15.00,  50.00,  35.00
201213,14653,S1,208, 61.70,    .96,  13.46,  57.21,  22.60,   4.33,   1.44,    .00,  85.00,    .00,  15.00
201213,14656,S1,10, 76.80,  20.00,  60.00,  10.00,  10.00,    .00,    .00,    .00,    .00,    .00,    .00
201213,14657,S1,18, 69.94,  16.67,  50.00,  16.67,   5.56,  11.11,    .00,    .00,    .00,    .00,    .00
201213,14658,S2,13, 72.00,  46.15,   7.69,  23.08,  23.08,    .00,    .00,    .00, 100.00,    .00,    .00
201213,14894,S1,44, 64.70,  25.00,   9.09,  34.09,  20.45,   6.82,    .00,   4.55,  20.00,  80.00,    .00
201213,14895,S2,17, 64.94,    .00,  29.41,  52.94,  17.65,    .00,    .00,    .00,    .00,    .00,    .00
201213,15040,S1,47, 57.96,  10.64,  14.89,  21.28,  21.28,  23.40,   6.38,   2.13,    .00, 100.00,    .00
201213,15041,S1,78, 61.77,  30.77,  11.54,  16.67,  11.54,  10.26,   6.41,  12.82,    .00, 100.00,    .00
201213,15042,S2,76, 64.99,  47.37,  13.16,   9.21,   5.26,   3.95,   2.63,  18.42,    .00, 100.00,    .00
201213,15043,1,74, 53.50,  21.62,  16.22,  17.57,   8.11,   6.76,   6.76,  22.97,    .00, 100.00,    .00
201213,15044,1,63, 47.22,  14.29,  12.70,   9.52,  19.05,  14.29,   6.35,  23.81,    .00, 100.00,    .00
201213,15045,1,65, 40.72,   3.08,   7.69,   9.23,  24.62,  18.46,   9.23,  27.69,    .00, 100.00,    .00
201213,15057,S2,122, 63.80,  12.30,  22.95,  33.61,  18.03,  10.66,    .00,   2.46,  30.00,  70.00,    .00
201213,15059,S1,30, 64.43,  10.00,  26.67,  40.00,  13.33,   6.67,   3.33,    .00,  40.00,  60.00,    .00
201213,15076,S1,236, 60.53,   7.63,  18.64,  29.66,  24.58,  13.98,   3.39,   2.12,  20.00,  80.00,    .00
201213,15096,S1,21, 59.90,  14.29,  28.57,  19.05,  19.05,   9.52,    .00,   9.52,    .00, 100.00,    .00
201213,15098,S1,25, 62.08,  24.00,  32.00,   4.00,  20.00,    .00,   8.00,  12.00,  20.00,  80.00,    .00
201213,15099,S1,11, 67.73,  27.27,  18.18,  36.36,   9.09,    .00,   9.09,    .00,    .00,    .00,    .00
201213,15100,S2,11, 56.36,  18.18,    .00,  36.36,  27.27,   9.09,    .00,   9.09,  10.00,  90.00,    .00
201213,15103,S2,8, 65.75,  12.50,  12.50,  62.50,  12.50,    .00,    .00,    .00,  10.00,  90.00,    .00
201213,15106,S2,25, 63.72,   8.00,  28.00,  36.00,  16.00,   4.00,   4.00,   4.00,  10.00,  90.00,    .00
201213,15169,S1,8, 50.00,    .00,  12.50,  62.50,    .00,    .00,    .00,  25.00, 100.00,    .00,    .00
201213,15190,S1,2, 45.00,    .00,    .00,    .00,  50.00,    .00,  50.00,    .00,    .00,    .00, 100.00
201213,15193,1,1, 60.00,    .00,    .00, 100.00,    .00,    .00,    .00,    .00,    .00,    .00, 100.00
201213,15231,S2,86, 54.71,   5.81,  22.09,  18.60,  23.26,  17.44,   5.81,   6.98,    .00, 100.00,    .00
201213,15234,S2,108, 64.01,   4.63,  31.48,  31.48,  25.00,   6.48,    .93,    .00,    .00,  77.50,  22.50
201213,15314,S2,180, 59.11,    .00,   9.44,  50.56,  25.56,  10.00,   2.22,   2.22,  32.50,  67.50,    .00
201213,15332,S2,82, 64.59,   2.44,  21.95,  54.88,  15.85,   4.88,    .00,    .00, 100.00,    .00,    .00
201213,15333,S1,24, 54.25,   4.17,   8.33,  20.83,  37.50,  25.00,    .00,   4.17,  25.00,  75.00,    .00
201213,15345,S2,38, 63.58,   2.63,  18.42,  55.26,  21.05,    .00,   2.63,    .00, 100.00,    .00,    .00
201213,15348,S2,49, 60.35,    .00,   8.16,  48.98,  34.69,   8.16,    .00,    .00,  40.00,  50.00,  10.00
201213,15350,S2,28, 70.50,  10.71,  42.86,  42.86,   3.57,    .00,    .00,    .00,  60.00,    .00,  40.00
201213,15351,S1,41, 63.78,    .00,  24.39,  65.85,   2.44,   4.88,    .00,   2.44,  50.00,  50.00,    .00
201213,15360,S2,47, 63.28,    .00,  12.77,  65.96,  12.77,   6.38,   2.13,    .00, 100.00,    .00,    .00
201213,15362,S1,52, 55.10,    .00,   3.85,  44.23,  28.85,  13.46,   5.77,   3.85,  50.00,  50.00,    .00
201213,15807,S2,50, 61.92,   6.00,  26.00,  24.00,  28.00,  10.00,   4.00,   2.00,  20.00,  80.00,    .00
201213,15810,S1,40, 59.18,   2.50,  15.00,  30.00,  37.50,  12.50,   2.50,    .00,  25.00,  50.00,  25.00
201213,15812,S1,4, 55.75,    .00,    .00,  50.00,  25.00,    .00,  25.00,    .00,  70.00,    .00,  30.00
201213,15813,S1,5, 69.00,    .00,  40.00,  40.00,  20.00,    .00,    .00,    .00,  70.00,    .00,  30.00
201213,15815,S2,5, 53.60,    .00,    .00,  20.00,  60.00,    .00,  20.00,    .00,  55.00,    .00,  45.00
201213,15816,S2,5, 60.00,    .00,  20.00,  40.00,  20.00,  20.00,    .00,    .00,  80.00,    .00,  20.00
201213,15833,S1,1, 21.00,    .00,    .00,    .00,    .00,    .00,    .00, 100.00, 100.00,    .00,    .00
201213,15838,S2,150, 59.70,    .67,  16.00,  35.33,  32.67,  14.00,    .67,    .67,  30.00,  70.00,    .00
201213,15897,S1,11, 68.27,    .00,  27.27,  72.73,    .00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,15898,S2,11, 68.36,    .00,  54.55,  36.36,   9.09,    .00,    .00,    .00,  50.00,  50.00,    .00
201213,15899,S1,1, 11.00,    .00,    .00,    .00,    .00,    .00,    .00, 100.00, 100.00,    .00,    .00
201213,15903,S1,8, 60.50,    .00,  25.00,  62.50,    .00,    .00,    .00,  12.50,  18.00,  60.00,  22.00
201213,15904,S1,16, 48.44,    .00,    .00,  25.00,  37.50,  12.50,  18.75,   6.25,  27.27,  54.55,  18.18
201213,15905,S1,13, 68.15,   7.69,  23.08,  61.54,   7.69,    .00,    .00,    .00,  26.00,  60.00,  14.00
201213,15907,S1,1, 65.00,    .00,    .00, 100.00,    .00,    .00,    .00,    .00, 100.00,    .00,    .00
201213,15908,S2,4, 64.50,    .00,    .00, 100.00,    .00,    .00,    .00,    .00,  28.00,  60.00,  12.00
201213,15909,S2,9, 57.89,    .00,  11.11,  33.33,  22.22,  33.33,    .00,    .00,  28.00,  60.00,  12.00
201213,15910,S2,5, 68.00,    .00,  40.00,  60.00,    .00,    .00,    .00,    .00,  26.00,  60.00,  14.00
201213,15911,S2,2, 68.50,    .00,  50.00,  50.00,    .00,    .00,    .00,    .00,  20.00,  70.00,  10.00
201213,15918,S1,28, 62.61,    .00,  17.86,  57.14,  21.43,   3.57,    .00,    .00,  60.00,  40.00,    .00
201213,15929,S2,96, 64.21,    .00,  22.92,  65.63,   6.25,   3.13,    .00,   2.08,  20.00,  80.00,    .00
201213,15937,S2,16, 69.81,   6.25,  56.25,  12.50,  18.75,   6.25,    .00,    .00, 100.00,    .00,    .00
